採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2017/10/3 下午 01:16:00,1156,4.3,36.5,32.7,7.8,863,--,4.8,66.0,2.7,22.2,46.2,16000,5.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2017/9/6 下午 03:10:00,1156,5.0,34.2,32.4,7.8,866,--,4.5,62.3,2.3,16.9,26.4,8400,3.45,--,0.462,--,1.85,--,<0.001,<0.003,<0.002,0.0083,<0.0003,0.004,0.017,0.168,<0.001,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2017/8/18 上午 10:53:00,1156,2.8,36.0,32.4,7.8,921,--,6.8,94.9,2.5,19.3,21.1,1600,1.96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2017/7/6 下午 01:40:00,1156,5.0,32.8,30.2,7.8,529,--,5.4,71.7,1.4,14.5,109,43000,1.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2017/6/23 下午 12:50:00,1156,3.3,33.3,29.6,7.6,664,--,5.2,68.2,1.8,11.1,23.5,5300,1.74,--,0.387,--,2.33,--,<0.001,<0.003,<0.002,0.0039,<0.0003,0.009,0.016,0.107,<0.001,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2017/5/4 下午 03:20:00,1156,5.0,34.2,31.0,8.4,1570,--,10.9,147.1,9.9,41.4,38.0,500,6.46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2017/4/5 下午 03:15:00,1156,5.8,33.6,27.2,8.4,1670,--,15.2,191.7,12.2,79.5,67.8,1400,13.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2017/3/6 下午 03:20:00,1156,5.0,26.2,24.4,8.1,1470,--,9.5,114.0,7.4,35.1,36.5,11000,11.9,--,1.92,7.98,1.27,0.241,<0.001,0.003,<0.002,0.0129,<0.0003,0.004,0.018,0.488,<0.001,<0.001,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2017/2/9 下午 01:35:00,1156,4.3,21.6,20.3,8.0,1080,--,9.0,100.1,4.1,27.2,40.2,11000,7.45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2017/1/6 下午 02:33:00,1156,4.8,29.4,24.9,7.8,1350,--,4.7,56.8,4.3,26.1,27.4,6900,11.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2017/12/4 下午 03:20:00,1157,5.8,26.8,23.4,8.0,1400,--,6.8,79.1,8.0,36.4,54.0,50,5.63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2017/11/2 下午 01:40:00,1157,5.0,31.3,26.2,8.0,1060,--,8.9,109.6,4.6,25.0,65.0,700,5.99,--,0.672,--,2.31,--,<0.001,<0.003,<0.002,0.0109,<0.0003,0.005,0.020,0.280,<0.001,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2017/10/3 下午 01:40:00,1157,5.0,35.2,32.2,7.7,728,--,3.9,53.7,2.1,21.6,43.8,1400,4.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2017/9/6 下午 03:30:00,1157,4.0,33.9,31.5,7.8,720,--,4.3,58.4,2.0,15.8,45.2,4400,2.43,--,0.273,--,1.42,--,<0.001,<0.003,<0.002,0.0095,<0.0003,0.006,0.025,0.204,<0.001,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2017/8/18 上午 11:50:00,1157,2.8,33.5,32.8,7.7,796,--,7.8,108.5,2.9,17.0,30.9,900,2.39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2017/7/6 下午 01:56:00,1157,5.0,31.1,29.8,7.8,559,--,4.7,62.6,1.3,16.8,148,28000,1.38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2017/6/23 下午 02:00:00,1157,3.3,32.0,31.0,7.6,623,--,4.6,62.8,1.8,10.4,32.9,6100,1.63,--,0.303,--,2.53,--,<0.001,0.003,<0.002,0.0044,<0.0003,0.009,0.026,0.140,<0.001,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2017/5/4 下午 04:00:00,1157,5.8,34.2,29.3,7.9,1040,--,8.0,105.0,12.7,47.2,109,150,2.84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2017/4/5 下午 03:35:00,1157,6.8,31.1,26.0,7.8,1670,--,9.0,110.0,15.7,60.4,101,55,2.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2017/3/6 下午 03:25:00,1157,5.8,26.8,23.0,7.9,1590,--,7.1,82.5,9.3,40.2,80.1,<10,10.5,--,1.48,7.60,1.80,0.747,<0.001,0.003,<0.002,0.0151,<0.0003,0.007,0.021,0.471,<0.001,<0.001,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2017/2/9 下午 01:45:00,1157,4.3,22.8,20.9,8.1,1040,--,8.2,91.8,4.8,27.7,47.1,1400,6.47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2017/1/6 下午 03:30:00,1157,5.0,25.1,24.2,7.9,1250,--,7.1,84.5,5.7,25.3,48.2,40,11.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2017/12/4 下午 04:30:00,1158,2.8,21.8,21.5,8.0,26500,--,7.4,91.8,1.5,13.2,47.8,1300,1.19,9380,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2017/11/2 下午 02:35:00,1158,2.5,28.0,25.5,8.3,18600,--,9.2,119.2,3.4,13.5,35.2,85,0.69,5860,0.105,--,1.82,--,<0.001,<0.003,<0.002,0.0084,<0.0003,0.005,0.015,0.110,<0.001,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2017/10/3 下午 02:50:00,1158,2.8,33.8,32.7,8.0,9230,--,6.9,98.6,2.7,18.6,49.7,450,2.64,2660,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2017/9/6 下午 04:20:00,1158,4.0,33.6,31.1,7.9,4090,--,4.8,65.6,1.8,22.2,72.2,1700,1.74,1200,0.475,--,1.21,--,<0.001,<0.003,<0.002,0.0072,<0.0003,0.004,0.022,0.204,<0.001,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2017/8/18 下午 01:00:00,1158,2.0,34.0,34.3,7.9,6020,--,8.1,116.4,2.1,29.2,44.1,6000,0.57,1740,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2017/7/6 下午 02:50:00,1158,5.8,33.6,29.8,7.6,652,--,4.4,57.8,1.5,28.4,432,31000,1.01,114,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2017/6/23 下午 03:10:00,1158,4.0,32.1,31.3,7.9,1510,--,5.1,69.2,1.5,20.7,71.6,13000,1.25,319,0.215,--,2.60,--,<0.001,<0.003,<0.002,0.0047,<0.0003,0.006,0.023,0.196,<0.001,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2017/5/4 上午 11:06:00,1158,3.3,34.2,29.8,7.5,30000,--,4.2,61.5,1.7,10.5,22.5,2800,0.81,11300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2017/4/5 上午 11:10:00,1158,3.3,30.1,25.0,7.8,35100,--,5.5,75.8,2.7,13.6,25.8,190,1.60,13400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2017/3/6 上午 10:10:00,1158,3.3,25.5,22.0,7.9,31200,--,5.4,69.4,1.6,10.7,31.4,800,1.59,15000,0.547,2.90,1.05,0.605,<0.001,<0.003,<0.002,0.0072,<0.0003,0.008,0.017,0.162,<0.001,<0.001,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2017/2/9 下午 02:45:00,1158,2.8,17.5,18.3,8.0,21000,--,7.7,88.5,1.6,19.2,48.6,4600,2.66,7100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2017/1/6 上午 09:40:00,1158,4.3,22.9,21.9,7.9,18200,--,6.1,73.1,1.9,13.5,27.3,1900,6.41,6200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2017/12/4 下午 02:20:00,1661,5.8,24.2,24.4,7.7,784,--,2.9,34.8,10.8,33.5,16.7,2500000,8.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2017/11/1 下午 03:30:00,1661,5.8,28.4,28.4,7.6,741,--,3.7,47.4,13.3,32.0,19.7,4500000,4.90,--,0.534,--,1.16,--,<0.001,<0.003,<0.002,0.0203,<0.0003,0.006,0.035,0.790,<0.001,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2017/10/6 下午 02:40:00,1661,5.3,34.0,33.8,7.6,651,--,3.8,53.3,7.4,27.5,25.1,460000,2.84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2017/9/1 下午 02:40:00,1661,3.8,31.7,29.5,7.6,534,--,5.4,71.9,4.4,19.9,46.9,420000,1.38,--,0.524,--,2.01,--,<0.001,0.003,<0.002,0.0075,<0.0003,0.004,0.012,0.294,<0.001,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2017/8/10 下午 12:20:00,1661,6.3,28.5,29.4,7.5,441,--,4.8,62.4,7.8,37.4,165,2200000,1.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2017/7/6 下午 01:16:00,1661,4.8,30.9,31.0,7.6,408,--,6.1,81.6,3.5,16.2,112,330000,0.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2017/6/1 下午 02:40:00,1661,5.3,29.2,28.9,7.6,510,--,3.2,41.6,6.8,32.8,29.2,490000,1.58,--,1.25,--,0.71,--,<0.001,<0.003,<0.002,0.0123,<0.0003,0.005,0.017,0.381,<0.001,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2017/5/4 下午 02:40:00,1661,7.3,29.1,33.9,7.7,1040,--,3.5,48.6,17.5,81.9,41.0,10000000,9.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2017/4/5 下午 01:40:00,1661,7.3,27.6,28.8,7.5,1050,--,2.3,30.2,15.3,50.6,24.8,1400000,8.98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2017/3/10 下午 12:50:00,1661,10.0,27.2,25.8,7.2,983,--,0.1,1.2,24.7,94.5,140,8800000,7.75,--,4.28,37.7,0.01,0.016,<0.001,0.004,<0.002,0.0157,<0.0003,0.036,0.226,1.56,<0.001,<0.001,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2017/2/10 下午 01:50:00,1661,7.3,18.5,18.5,7.4,950,--,1.9,20.2,25.1,69.2,30.5,6700000,2.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2017/1/4 上午 10:00:00,1661,5.3,24.5,22.8,7.6,628,--,3.8,44.2,7.7,22.1,26.4,1200000,2.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2017/12/4 上午 11:20:00,1300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2017/11/1 上午 11:40:00,1300,1.5,29.5,28.1,7.4,508,--,8.5,108.7,1.5,6.3,27.7,23000,0.34,--,0.146,--,6.07,--,<0.001,<0.003,<0.002,0.0031,<0.0003,0.004,0.013,0.181,<0.001,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2017/10/6 上午 11:40:00,1300,2.8,33.7,30.9,7.5,516,--,9.4,127.2,4.4,15.9,4.7,28000,1.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2017/9/1 上午 11:40:00,1300,4.3,28.0,26.2,7.3,559,--,6.5,81.4,20.7,42.6,23.4,370000,0.77,--,0.252,--,3.55,--,<0.001,<0.003,<0.002,0.0019,<0.0003,0.004,0.012,0.349,<0.001,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2017/8/10 上午 10:10:00,1300,4.3,27.6,26.8,7.5,425,--,7.9,99.0,3.7,12.6,107,42000,0.63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2017/7/6 上午 10:40:00,1300,2.8,29.9,30.5,7.6,396,--,6.6,88.2,4.9,13.1,56.7,93000,0.42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2017/6/1 上午 11:40:00,1300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因故無法採樣
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2017/5/4 上午 11:40:00,1300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2017/4/5 上午 11:40:00,1300,1.0,29.9,26.9,7.6,512,--,6.8,85.6,2.2,7.3,13.6,32000,0.32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2017/3/10 上午 09:10:00,1300,6.3,21.9,20.8,7.0,573,--,3.6,40.0,6.2,21.6,175,2600,0.80,--,0.210,3.39,0.88,0.107,<0.001,<0.003,<0.002,0.0025,<0.0003,0.002,0.015,0.810,<0.001,<0.001,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2017/2/10 上午 11:40:00,1300,2.8,17.2,18.5,7.3,741,--,8.1,86.0,14.6,61.1,9.5,9600,0.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2017/1/4 下午 01:10:00,1300,2.8,28.5,26.4,7.2,524,--,8.3,102.6,5.1,12.7,15.8,31000,0.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2017/12/4 上午 10:30:00,1147,2.8,24.5,24.6,7.9,653,--,9.3,111.6,4.2,11.0,13.0,78000,1.79,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2017/11/1 上午 11:00:00,1147,3.8,29.1,26.8,8.0,658,--,8.2,102.5,2.2,10.9,212,35000,0.95,--,0.480,--,2.90,--,<0.001,0.008,<0.002,0.0026,<0.0003,0.008,0.044,0.212,<0.001,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2017/10/6 上午 11:00:00,1147,3.3,33.2,31.4,8.1,426,--,4.9,66.4,1.2,5.8,100,26000,0.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2017/9/1 上午 11:00:00,1147,3.5,28.4,26.2,7.8,570,--,7.4,92.8,2.6,11.4,98.2,54000,1.12,--,0.250,--,2.75,--,<0.001,0.004,<0.002,0.0026,<0.0003,0.005,0.018,0.194,<0.001,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2017/8/10 上午 09:20:00,1147,3.3,31.3,28.4,8.0,600,--,7.9,101.7,2.5,8.6,145,46000,0.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2017/7/6 上午 10:00:00,1147,3.3,29.4,30.1,7.8,471,--,7.3,96.8,1.7,5.6,122,45000,0.40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2017/6/1 上午 11:00:00,1147,3.3,31.0,27.2,8.0,522,--,7.4,94.6,2.0,12.6,616,71000,0.37,--,0.285,--,1.74,--,<0.001,0.022,<0.002,0.0035,<0.0003,0.015,0.089,1.17,<0.001,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2017/5/4 上午 11:00:00,1147,2.8,30.0,30.5,7.9,682,--,8.9,119.4,6.4,13.1,8.7,7900,0.90,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2017/4/5 上午 11:00:00,1147,2.8,29.4,27.8,7.8,1610,--,9.9,125.9,6.6,31.5,7.2,3900,0.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2017/3/10 上午 08:30:00,1147,2.3,21.5,21.7,7.7,750,--,7.0,79.6,2.6,13.1,5.2,5300,1.48,--,0.374,6.13,3.81,0.251,<0.001,<0.003,<0.002,0.0019,<0.0003,0.007,0.051,0.305,<0.001,<0.001,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2017/2/10 上午 11:00:00,1147,2.8,17.5,17.9,7.8,634,--,9.7,102.4,6.8,12.4,3.9,7000,0.66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2017/1/4 下午 12:30:00,1147,1.0,28.0,24.7,7.9,554,--,9.1,109.6,2.8,5.2,11.9,8500,0.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2017/12/4 上午 09:40:00,1361,1.0,22.7,22.4,8.6,493,--,9.6,111.2,1.8,5.5,4.7,240,0.47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2017/11/1 上午 10:10:00,1361,3.3,28.7,24.1,8.5,469,--,8.8,104.4,1.8,22.5,512,2300,0.47,--,0.257,--,0.46,--,<0.001,0.015,<0.002,0.0037,<0.0003,0.012,0.058,0.272,<0.001,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2017/10/6 上午 10:10:00,1361,3.8,32.3,30.8,8.5,368,--,5.1,68.4,<1.0,<4.0,113,4800,0.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2017/9/1 上午 10:10:00,1361,2.3,28.6,26.2,8.4,368,--,7.8,98.6,2.1,5.8,67.8,12000,0.33,--,0.062,--,0.58,--,<0.001,0.003,<0.002,0.0020,<0.0003,0.005,0.012,0.064,<0.001,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2017/8/10 上午 08:40:00,1361,3.3,29.3,28.0,8.7,378,--,8.1,105.1,<1.0,19.2,846,6000,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2017/7/6 上午 09:10:00,1361,1.5,28.6,29.6,8.5,378,--,7.8,103.4,1.6,4.5,31.7,5300,0.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2017/6/1 上午 10:10:00,1361,3.3,29.3,25.6,8.4,451,--,8.4,104.0,<1.0,30.3,1470,3300,0.19,--,0.420,--,0.65,--,<0.001,0.046,<0.002,0.0028,<0.0003,0.037,0.162,1.32,<0.001,--,--,--,--,--,受降雨影響，重金屬伴隨SS升高
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2017/5/4 上午 10:10:00,1361,1.0,28.5,26.9,8.6,481,--,8.8,111.4,1.7,5.0,5.6,610,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2017/4/5 上午 10:10:00,1361,1.0,28.4,24.0,8.8,533,--,10.2,121.6,2.5,7.3,3.0,140,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2017/3/10 上午 07:40:00,1361,1.5,19.7,18.9,8.2,519,--,8.8,95.6,3.3,7.5,11.3,390,0.25,--,0.144,3.63,0.48,0.052,<0.001,<0.003,<0.002,0.0020,<0.0003,0.002,0.009,0.033,<0.001,<0.001,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2017/2/10 上午 10:10:00,1361,1.5,17.3,16.2,8.6,485,--,10.4,106.2,3.7,6.3,2.8,430,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅南橋,乙,2017/1/4 上午 11:40:00,1361,1.0,26.5,22.9,8.6,688,--,9.3,108.8,1.9,<4.0,19.6,820,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2017/12/4 上午 09:00:00,1146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2017/11/1 上午 09:30:00,1146,4.5,25.3,23.4,8.2,732,--,8.4,98.4,1.3,16.4,484,210000,1.03,--,0.659,--,0.58,--,<0.001,0.016,<0.002,0.0036,<0.0003,0.011,0.058,0.292,<0.001,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2017/10/6 上午 09:30:00,1146,3.8,31.3,28.3,8.1,990,--,6.2,79.8,3.2,15.4,27.0,2900000,1.48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2017/9/1 上午 09:30:00,1146,5.0,28.0,26.7,8.1,720,--,7.1,89.6,4.5,17.9,250,100000,1.16,--,0.198,--,0.77,--,<0.001,0.011,<0.002,0.0015,<0.0003,0.008,0.043,0.232,<0.001,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2017/8/10 上午 08:00:00,1146,5.0,29.2,28.1,8.1,579,--,8.3,107.6,3.5,17.7,167,210000,1.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2017/7/6 上午 08:30:00,1146,6.3,28.0,28.6,7.8,841,--,6.0,77.6,6.2,26.3,69.3,450000,4.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2017/6/1 上午 09:30:00,1146,6.3,29.0,27.7,8.2,1400,--,6.1,79.0,5.1,24.5,83.2,420000,4.12,--,0.530,--,0.93,--,<0.001,0.005,<0.002,0.0027,<0.0003,0.007,0.016,0.118,<0.001,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2017/5/4 上午 09:30:00,1146,5.8,28.0,28.5,8.0,2030,--,4.4,57.1,12.5,45.3,8.9,830000,6.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2017/4/5 上午 09:33:00,1146,5.8,27.5,24.7,8.1,2180,--,4.1,49.3,13.2,50.6,8.4,410000,7.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2017/3/10 上午 07:00:00,1146,5.0,19.5,21.4,8.1,1880,--,5.7,65.4,10.3,44.0,9.3,91000,5.12,--,1.38,19.9,1.95,0.358,<0.001,0.003,<0.002,0.0010,<0.0003,0.012,0.051,0.130,<0.001,<0.001,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2017/2/10 上午 09:30:00,1146,6.0,16.7,18.5,8.2,2060,--,6.2,66.4,18.6,39.0,10.9,110000,4.78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,梅林橋,乙,2017/1/4 上午 11:00:00,1146,3.3,25.0,23.0,8.2,832,--,7.9,91.7,4.7,16.1,33.1,91000,2.78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
