採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,鎳,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,　,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
大安溪流域,大安溪,苗栗縣,協成橋,甲,2019/7/5 上午 10:40:00,1343,1.0,28.1,27.5,8.64,359,--,9.2,122.2,1.5,7.3,3.1,21000,0.07,--,0.046,--,0.72,--,<0.001,<0.003,<0.002,0.0025,<0.0003,0.002,0.012,0.051,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,協成橋,甲,2019/6/5 上午 11:00:00,1343,1.5,31.2,26.1,8.30,292,--,9.2,118.0,3.2,10.4,6.2,7500,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,協成橋,甲,2019/5/3 上午 11:10:00,1343,1.0,24.0,20.7,7.55,244,--,8.8,102.8,2.5,9.9,10.1,24000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,協成橋,甲,2019/4/1 上午 10:40:00,1343,1.5,17.4,20.5,8.28,401,--,8.7,99.5,4.0,17.1,5.3,7200,0.10,--,0.096,--,0.40,--,<0.001,<0.003,<0.002,0.0006,<0.0003,0.002,0.015,0.111,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,協成橋,甲,2019/3/4 上午 11:10:00,1343,1.5,23.8,22.1,8.44,397,--,10.0,118.4,3.1,8.4,6.5,9500,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,協成橋,甲,2019/2/13 上午 11:50:00,1343,1.5,26.2,23.8,8.42,455,--,11.0,134.4,4.6,12.0,7.4,400,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,協成橋,甲,2019/1/4 上午 11:10:00,1343,1.0,22.7,21.1,8.44,437,--,10.4,119.7,2.0,4.5,3.0,21000,0.07,--,0.066,1.36,0.27,0.007,<0.001,<0.003,<0.002,0.0010,<0.0003,0.001,0.011,0.028,<0.001,<0.005,<0.001,--,--,--,--
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2019/12/2 下午 12:20:00,1344,1.0,22.8,20.4,8.75,419,--,10.7,122.4,<1.0,4.3,4.6,2700,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2019/11/6 上午 10:10:00,1344,1.0,26.3,23.4,8.65,401,--,10.0,121.8,2.1,6.1,3.7,4400,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2019/10/3 下午 12:40:00,1344,2.3,34.5,27.8,8.79,348,--,8.7,115.0,5.8,24.2,6.3,15000,0.09,--,0.093,--,0.55,--,<0.001,<0.003,<0.002,0.0005,<0.0003,0.002,0.008,0.020,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2019/9/4 下午 12:40:00,1344,1.0,30.8,25.7,8.60,314,--,7.9,100.8,2.4,8.3,5.1,31000,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2019/8/2 上午 10:00:00,1344,1.0,27.7,25.2,8.17,202,--,8.1,104.0,<1.0,<4.0,16.6,24000,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2019/7/5 上午 11:20:00,1344,1.0,28.2,27.3,8.63,369,--,8.4,111.2,2.7,10.4,9.0,7400,0.09,--,0.058,--,0.61,--,<0.001,<0.003,<0.002,0.0017,<0.0003,<0.001,0.012,0.021,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2019/6/5 上午 11:40:00,1344,1.0,31.6,27.4,8.65,299,--,8.7,114.2,1.8,5.3,9.0,26000,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2019/5/3 上午 11:50:00,1344,1.0,24.0,21.2,7.84,251,--,8.7,101.9,1.1,<4.0,11.3,11000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2019/4/1 上午 11:20:00,1344,1.5,17.2,19.7,8.03,388,--,7.9,89.5,3.4,15.1,4.4,5500,0.08,--,0.074,--,0.33,--,<0.001,<0.003,<0.002,0.0008,<0.0003,0.002,0.020,0.012,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2019/3/4 上午 11:50:00,1344,1.5,24.6,22.4,8.20,441,--,8.1,96.8,3.1,8.4,2.9,8200,0.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2019/2/13 下午 12:30:00,1344,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2019/1/4 上午 11:50:00,1344,1.0,23.1,21.0,8.38,438,--,9.2,105.8,2.5,5.5,2.3,37000,0.11,--,0.063,1.14,0.26,0.007,<0.001,<0.003,<0.002,0.0010,<0.0003,0.002,0.015,0.010,<0.001,<0.005,<0.001,--,--,--,--
大安溪流域,大安溪,苗栗縣,白布帆大橋,甲,2019/12/2 上午 11:00:00,1104,1.0,22.5,19.9,8.48,415,--,8.8,101.6,2.2,6.8,<1.0,550,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,白布帆大橋,甲,2019/11/6 上午 08:50:00,1104,1.0,24.0,20.9,8.46,394,--,8.3,98.8,1.1,<4.0,1.0,650,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,白布帆大橋,甲,2019/10/3 上午 11:20:00,1104,1.5,33.5,25.4,8.43,361,--,8.2,105.4,3.8,16.9,2.3,65,0.10,--,0.016,--,0.17,--,<0.001,<0.003,<0.002,0.0004,<0.0003,0.001,0.011,0.007,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,白布帆大橋,甲,2019/9/4 上午 11:20:00,1104,1.0,29.7,24.3,8.46,355,--,8.1,102.6,1.4,<4.0,1.8,270,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,白布帆大橋,甲,2019/8/2 上午 08:40:00,1104,1.0,25.9,23.7,8.38,373,--,8.3,104.2,<1.0,<4.0,3.8,330,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,白布帆大橋,甲,2019/7/5 上午 09:50:00,1104,1.0,26.4,24.3,8.48,391,--,8.1,103.4,<1.0,4.8,4.3,35,0.06,--,0.026,--,0.18,--,<0.001,<0.003,<0.002,0.0003,<0.0003,<0.001,0.012,0.011,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,白布帆大橋,甲,2019/6/5 上午 10:20:00,1104,1.5,31.5,23.5,8.30,353,--,8.5,105.2,<1.0,<4.0,29.7,1800,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,白布帆大橋,甲,2019/5/3 上午 10:30:00,1104,3.3,22.0,18.3,7.45,274,--,9.1,103.8,<1.0,8.9,2640,4700,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,白布帆大橋,甲,2019/4/1 上午 09:50:00,1104,2.0,17.1,18.7,8.31,409,--,8.7,98.7,4.9,18.1,32.4,1400,0.04,--,0.024,--,0.09,--,<0.001,0.004,<0.002,<0.0003,<0.0003,0.002,0.021,0.015,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,白布帆大橋,甲,2019/3/4 上午 10:30:00,1104,1.0,22.7,20.6,8.59,438,--,8.9,105.4,<1.0,<4.0,9.9,65,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,白布帆大橋,甲,2019/2/13 上午 08:40:00,1104,1.0,20.4,18.6,8.38,446,--,8.9,99.6,1.2,<4.0,6.3,35,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,白布帆大橋,甲,2019/1/4 上午 10:30:00,1104,1.0,22.0,20.7,8.48,424,--,8.6,100.8,<1.0,<4.0,2.5,1300,0.05,--,0.022,0.44,0.04,0.001,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.014,0.005,<0.001,<0.005,<0.001,--,--,--,--
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2019/12/2 下午 01:50:00,1105,3.3,23.0,21.3,8.60,423,--,8.8,102.8,1.7,6.8,111,1200,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2019/11/6 上午 10:50:00,1105,1.0,27.1,24.4,8.62,410,--,8.7,108.8,1.3,6.6,6.7,6000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2019/10/3 下午 02:20:00,1105,2.3,33.0,28.7,8.48,405,--,7.9,106.4,6.1,17.9,2.3,2100,0.08,--,0.021,--,0.25,--,<0.001,<0.003,<0.002,0.0004,<0.0003,0.001,0.013,0.007,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2019/9/4 下午 02:20:00,1105,3.3,29.8,24.6,8.72,298,--,8.0,101.4,3.0,21.4,575,1100000,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2019/8/2 上午 10:50:00,1105,1.5,28.2,26.0,8.48,380,--,8.2,105.6,<1.0,<4.0,22.8,3100,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2019/7/5 下午 12:00:00,1105,1.0,28.3,24.9,8.48,402,--,7.9,99.6,1.0,4.8,6.2,1200,0.06,--,0.032,--,0.22,--,<0.001,<0.003,<0.002,0.0003,<0.0003,<0.001,0.021,<0.005,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2019/6/5 下午 12:20:00,1105,1.5,31.9,26.6,8.34,390,--,8.0,103.2,<1.0,<4.0,32.1,2100,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2019/5/3 下午 01:50:00,1105,3.3,26.2,21.9,8.17,286,--,9.0,106.8,<1.0,7.9,1850,9700,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2019/4/1 下午 12:00:00,1105,2.8,17.0,19.6,8.55,430,--,9.0,101.6,7.7,17.1,43.8,2700,0.06,--,0.023,--,0.13,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.002,0.024,0.029,<0.001,0.006,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2019/3/4 下午 01:50:00,1105,1.5,24.9,24.5,8.48,447,--,8.7,108.4,1.2,4.3,24.0,360,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2019/2/13 下午 01:50:00,1105,1.5,25.6,24.7,8.61,432,--,9.0,111.4,4.9,11.8,17.3,170,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2019/1/4 下午 01:50:00,1105,1.5,23.7,23.1,8.48,426,--,8.8,105.8,1.3,<4.0,36.7,1200,0.07,--,0.018,0.77,0.13,0.002,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.017,0.018,<0.001,0.009,<0.001,--,--,--,--
大安溪流域,大安溪,苗栗縣,義里大橋,甲,2019/12/2 下午 02:40:00,1106,1.0,22.4,19.4,8.47,458,--,9.2,101.7,<1.0,<4.0,14.0,200,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,義里大橋,甲,2019/11/6 下午 02:20:00,1106,1.0,27.0,27.2,8.46,434,--,8.3,106.8,1.2,4.5,17.9,50,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,義里大橋,甲,2019/10/3 下午 03:10:00,1106,1.5,30.5,31.0,8.46,418,--,7.9,108.0,4.8,21.0,10.0,250,0.12,--,0.030,--,1.06,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.011,0.011,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,義里大橋,甲,2019/9/4 下午 03:10:00,1106,1.5,29.8,25.9,8.48,396,--,8.1,102.8,2.6,8.3,38.4,22000,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,義里大橋,甲,2019/8/2 上午 11:50:00,1106,1.5,29.2,28.0,8.65,386,--,8.1,106.3,<1.0,<4.0,43.7,3800,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,義里大橋,甲,2019/7/5 下午 01:30:00,1106,1.0,28.5,28.6,8.48,410,--,8.1,107.6,<1.0,<4.0,6.2,650,0.06,--,0.012,--,0.47,--,<0.001,<0.003,<0.002,0.0003,<0.0003,<0.001,0.012,0.005,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,義里大橋,甲,2019/6/5 下午 02:00:00,1106,3.3,32.0,29.2,8.37,413,--,7.7,102.9,<1.0,<4.0,218,5400,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,義里大橋,甲,2019/5/3 下午 02:40:00,1106,3.3,26.4,23.5,7.73,290,--,9.0,109.5,1.0,42.6,2120,21000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,義里大橋,甲,2019/4/1 下午 01:30:00,1106,1.0,17.9,20.1,8.47,461,--,9.5,106.6,1.4,5.0,7.0,210,0.08,--,0.021,--,0.40,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.002,0.022,0.065,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,苗栗縣,義里大橋,甲,2019/3/4 下午 02:40:00,1106,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
大安溪流域,大安溪,苗栗縣,義里大橋,甲,2019/1/4 下午 02:40:00,1106,1.0,23.6,24.5,8.44,457,--,8.9,108.2,<1.0,<4.0,13.8,1200,0.08,--,0.016,0.50,1.37,0.006,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.012,0.010,<0.001,0.006,<0.001,--,--,--,--
大安溪流域,大安溪,臺中市,大安溪橋,乙,2019/12/2 下午 03:30:00,1107,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,大安溪橋,乙,2019/11/6 下午 03:10:00,1107,1.5,26.5,27.3,8.44,548,--,8.8,112.4,1.0,5.1,39.0,2500,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,大安溪橋,乙,2019/10/3 下午 04:00:00,1107,1.5,29.5,30.5,8.57,505,--,7.8,104.0,4.2,20.0,12.7,4300,0.11,--,0.039,--,0.79,--,<0.001,<0.003,<0.002,0.0006,<0.0003,0.002,0.016,0.034,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,臺中市,大安溪橋,乙,2019/9/4 下午 04:00:00,1107,2.0,31.0,28.0,8.72,376,--,7.9,102.8,3.5,14.3,25.8,31000,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,大安溪橋,乙,2019/8/2 下午 01:40:00,1107,1.0,29.2,30.3,8.98,409,--,9.1,122.4,<1.0,<4.0,11.6,1200,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,大安溪橋,乙,2019/7/5 下午 02:20:00,1107,1.5,28.7,29.0,8.72,430,--,8.1,106.2,2.2,9.3,31.4,31000,0.07,--,0.044,--,0.39,--,<0.001,0.010,<0.002,0.0012,<0.0003,0.002,0.013,0.029,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,臺中市,大安溪橋,乙,2019/6/5 下午 03:00:00,1107,3.3,32.7,30.2,8.43,417,--,7.9,105.4,1.9,7.8,178,4300,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,大安溪橋,乙,2019/5/3 下午 03:30:00,1107,3.3,27.2,23.9,7.90,317,--,8.7,103.5,<1.0,21.5,2560,22000,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,大安溪橋,乙,2019/4/1 下午 02:20:00,1107,1.5,17.4,20.1,8.50,612,--,11.1,122.3,3.4,11.1,3.2,75,0.08,--,0.022,--,0.18,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.004,0.042,0.011,<0.001,0.005,--,--,--,--,--
大安溪流域,大安溪,臺中市,大安溪橋,乙,2019/3/4 下午 03:30:00,1107,1.0,24.6,25.0,8.56,523,--,9.0,109.8,1.9,7.4,17.7,3400,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,大安溪橋,乙,2019/2/13 下午 03:35:00,1107,1.5,24.7,24.4,8.50,596,--,10.4,124.6,3.3,14.0,14.2,220,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,大安溪橋,乙,2019/1/4 下午 03:30:00,1107,1.0,22.7,21.0,8.40,570,--,9.7,109.4,2.2,4.5,8.2,1600,0.08,--,0.025,1.58,0.18,0.003,<0.001,0.006,<0.002,<0.0003,<0.0003,0.001,0.020,0.010,<0.001,0.005,<0.001,--,--,--,--
大安溪流域,大安溪,臺中市,西濱快速道路(取代大安溪出海口),丙,2019/12/2 上午 08:30:00,1108,1.0,18.0,17.9,8.23,749,--,9.6,100.7,1.7,4.3,2.0,400,0.05,33.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,西濱快速道路(取代大安溪出海口),丙,2019/11/6 下午 12:20:00,1108,1.0,27.4,26.1,8.32,656,--,10.0,123.4,1.3,5.6,1.6,250,0.05,11.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,西濱快速道路(取代大安溪出海口),丙,2019/10/3 上午 08:10:00,1108,2.8,29.0,26.4,8.42,506,--,8.7,107.8,6.0,23.5,20.4,2600,0.18,4.8,0.055,--,0.76,--,<0.001,0.003,<0.002,0.0005,<0.0003,0.003,0.024,0.036,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,臺中市,西濱快速道路(取代大安溪出海口),丙,2019/9/4 上午 08:30:00,1108,1.0,29.9,27.3,8.46,422,--,8.7,111.0,2.5,9.8,8.0,2800,0.12,7.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,西濱快速道路(取代大安溪出海口),丙,2019/8/2 上午 05:50:00,1108,3.3,25.5,25.7,8.18,398,--,7.8,97.0,1.1,4.5,207,44000,0.12,3.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,西濱快速道路(取代大安溪出海口),丙,2019/7/5 上午 07:00:00,1108,1.0,26.1,25.5,8.44,440,--,8.3,102.4,1.0,4.3,14.5,3600,0.06,4.7,0.032,--,0.35,--,<0.001,0.004,<0.002,0.0006,<0.0003,0.001,0.018,0.020,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,臺中市,西濱快速道路(取代大安溪出海口),丙,2019/6/5 上午 06:30:00,1108,1.5,25.5,23.7,8.30,403,--,8.6,101.8,2.2,10.4,29.4,5700,0.03,2.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,西濱快速道路(取代大安溪出海口),丙,2019/5/3 下午 04:20:00,1108,3.3,27.6,24.0,8.20,318,--,8.6,101.8,1.1,24.0,2580,21000,0.06,13.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,西濱快速道路(取代大安溪出海口),丙,2019/4/1 下午 03:10:00,1108,1.0,17.6,20.0,8.23,712,--,10.2,111.6,1.8,5.0,1.3,300,0.06,11.3,0.021,--,0.70,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.026,0.036,<0.001,<0.005,--,--,--,--,--
大安溪流域,大安溪,臺中市,西濱快速道路(取代大安溪出海口),丙,2019/3/4 下午 04:20:00,1108,1.0,24.0,23.6,8.36,562,--,9.5,112.0,2.9,8.4,4.2,880,0.21,9.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,西濱快速道路(取代大安溪出海口),丙,2019/2/13 上午 10:30:00,1108,1.5,22.8,22.1,8.16,713,--,9.6,108.8,3.5,7.5,2.3,210,0.07,10.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
大安溪流域,大安溪,臺中市,西濱快速道路(取代大安溪出海口),丙,2019/1/4 下午 04:20:00,1108,1.0,22.1,20.9,8.18,724,--,9.2,102.0,1.3,<4.0,2.2,1400,0.07,15.3,0.024,1.03,1.23,0.009,<0.001,0.005,<0.002,<0.0003,<0.0003,0.002,0.072,0.037,<0.001,0.005,<0.001,--,--,--,--
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2019/12/4 上午 11:30:00,1297,1.0,23.4,19.8,7.02,164,--,8.7,97.2,<1.0,<4.0,1.7,2300,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2019/11/6 上午 09:10:00,1297,1.0,24.3,22.4,7.24,163,--,7.9,93.0,1.1,<4.0,2.2,6500,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2019/10/3 上午 10:10:00,1297,1.5,29.8,27.1,7.30,175,--,7.9,101.9,4.4,11.1,4.5,2900,0.07,--,0.040,--,1.13,--,<0.001,<0.003,<0.002,0.0003,<0.0003,0.002,0.014,0.034,<0.001,<0.005,--,--,--,--,--
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2019/9/4 上午 10:40:00,1297,1.0,27.1,26.1,7.58,170,--,7.3,92.6,2.9,10.5,15.6,32000,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2019/8/2 上午 08:30:00,1297,1.0,28.1,26.4,7.34,184,--,7.2,93.0,2.3,9.4,5.2,5200,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2019/7/5 上午 09:50:00,1297,1.0,28.7,26.7,7.64,188,--,7.8,100.6,<1.0,<4.0,2.7,9000,0.03,--,0.052,--,0.47,--,<0.001,<0.003,<0.002,0.0006,<0.0003,0.001,0.009,0.020,<0.001,<0.005,--,--,--,--,--
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2019/6/5 上午 09:20:00,1297,1.0,28.4,25.7,7.64,202,--,8.0,99.8,<1.0,<4.0,2.8,2600,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2019/5/3 上午 10:50:00,1297,1.0,25.5,21.6,7.51,184,--,8.3,96.2,2.1,8.6,4.0,6000,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2019/4/2 上午 10:30:00,1297,1.0,22.5,20.7,7.18,170,--,11.8,135.4,2.8,7.8,2.3,2600,0.18,--,0.033,--,0.34,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.018,0.028,<0.001,<0.005,--,--,--,--,--
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2019/3/14 下午 12:40:00,1297,1.5,26.5,22.2,7.48,194,--,9.3,109.0,4.7,8.5,2.9,2100,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2019/2/11 上午 10:30:00,1297,1.0,18.6,19.3,7.08,142,--,9.5,104.8,<1.0,<4.0,2.6,9600,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2019/1/2 上午 09:30:00,1297,1.0,18.2,19.1,7.27,147,--,9.3,102.2,2.1,<4.0,2.7,530,0.08,--,0.038,1.26,1.09,0.004,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.009,0.038,<0.001,<0.005,<0.001,--,--,--,--
